"500681","Slagkraft","978-82-05-36286-4"
"500682","LØFT for ledere","978-82-05-30261-7"
"500683","Samfunnsarbeid i sosialt arbeid","978-82-05-32358-5"
"500684","Mellom mennesker og samfunn","978-82-05-38823-9"
"500685","Organisasjonsteori for offentlig sektor","978-82-15-01454-8"
"500686","Arbeiderkollektivet","978-82-15-00002-2"
"500687","Velferdsstaten møter verden","978-82-05-36630-5"
"500690","Rus","978-82-05-39068-3"
"500692","Gode fagtekster","978-82-15-00308-5"
"500697","Uutholdelige liv","82-05-33503-6"
"500698","Selvmord","978-82-05-28077-9"
"500699","Lærebok i psykiatri","978-82-05-28070-0"
"500700","Psykofarmaka","978-82-7634-727-2"
"500702","Avtalebrudd og partsskifte","82-91060-13-4"
"500703","Oversikt over arbeidsretten","978-82-04-12937-6"
"500704","PC-bruk 1","978-82-450-0658-2"
"500707","Uten hørsel?","82-450-0237-2"
"500708","Tegn som språk","978-82-05-35828-7"
"500709","Sykdomslære, del I","82-91562-33-4"
"500710","Sykdomslære, del II","82-91562-34-2"
"500711","Farmakologi","82-91562-35-0"
"500712","Legemidler og bruken av dem","978-82-05-32365-0"
"500714","Psykologi i organisasjon og ledelse","978-82-450-0858-6"
"500715","Mennesket i Guds verden","978-82-520-4994-7"
"500716","Harmonilære fra en ny innfallsvinkel","978-82-15-01211-7"
"500717","Læring og ferdighetsutvikling","978-82-519-2218-0"
"500719","Grunnleggende bedriftsøkonomisk analyse","(ukjent)"
"500720","Arbeidsbok til Grunnleggende bedriftsøkonomisk analyse","978-82-15-01295-7"
"500721","Grunnleggende regnskap","978-82-450-0347-5"
"500723","Pressespråket","978-82-92218-09-9"
"500724","Offentlighetsloven","82-7147-232-1"
"500725","Tv-journalistikkens ABC","978-82-7147-221-4"
"500726","Metodebok for medievitenskap","978-82-450-0542-4"
"500727","Mediegenerasjonen","(ukjent)"
"500728","Om barnet","978-82-7935-250-1"
"500729","Kvalitet i skolen","978-82-02-28621-7"
"500730","Læring gjennom mestring","978-82-91529-31-8"
"500731","Pedagogiske erobringer","82-7391-064-4"
"500732","Les mer!","978-82-15-01214-8"
"500733","Skriving i lærerutdanningene","978-82-02-24520-7"
"500734","Tro, livstolkning og tradisjon","978-82-518-3274-8"
"500736","Undervisning[s]kunst og kunstnerisk undervisning","82-417-1099-2"
"500739","Selskapsrett","978-82-05-37590"
"500742","Barndom under lupen","978-82-02-24963-2"
"500743","Kvinner og alkohol","978-82-15-00868-4"
"500745","Normalitet og avvik","978-82-02-24722-5"
"500746","Når hver time teller","978-82-02-27055-1"
"500747","Forsknings- og utviklingsarbeid i skolen","978-82-15-01434-0"
"500748","Innføring i spesialpedagogikk","978-82-05-36118-8"
"500751","Likeverdig og tilpasset opplæring i en skole for alle","978-82-15-01338-1"
"500752","Småbarnspedagogikk og praksisfortellinger","978-82-450-0637-7"
"500753","Barnehager, organisasjon og ledelse","978-82-15-00788-5"
"500754","Funksjonshemning","978-82-450-0825-8"
"500755","Tidlig hjelp til bedre samspill","978-82-05-40438-3"
"500756","Utviklingshemning, autonomi og avhengighet","978-82-15-01327-5"
"500758","Tingsrett","978-82-15-01068-7"
"500761","Norske døves tegnspråk","82-519-0570-2"
"500764","Legemiddelhåndtering","978-82-05-37420-1"
"500765","Psykiatri","978-82-7950-131-2"
"500766","Temahefte om barns medvirkning","(ukjent)"
"500767","Psykologiens forskningsmetoder","978-82-450-0861-6"
"500768","Lyset, mørket og fargene","978-82-7950-116-9"
"500769","Digital kompetanse i skolen","978-82-15-00196-8"
"500770","Læring, kommunikasjon og ledelse i organisasjoner","978-82519-2201-2"
"500772","Klasse, kode og identitet","978-82-519-2244-9"
"500775","Skoletid","978-82-15-01418-0"
"500776","Institusjonssosiologi","978-82-05-38620-4"
"500777","Etikk for helsefagene","978-82-05-34249-1"
"500778","Samfunnsfaglige perspektiver på barnehagen","82-7674-941-0"
"500779","Oppvekst","978-82-05-38051-6"
"500780","Utredning av atferdsvansker, omsorgssvikt og mishandling","978-82-15-00923-0"
"500781","Utviklingshemning og habilitering","978-82-15-01342-8"
"500782","Tilpasset opplæring","978-82-05-38043-1"
"500784","Utfordrende atferd og utviklingshemning","978-82-05-39069-0"
"500785","Nærmiljø og samfunn i barnehagen","82-15-00498-9"
"500786","Manipulasjon","978-82-05-39072-0"
"500787","Jernalderen i Norge","82-02-23178-7"
"500791","Døv identitet i endring","978-82-15-01161-5"
"500792","På språkjakt","82-7477-153-2"
"500793","Positiv atferd og støttende læringsmiljø","978-82-15-00927-8"
"500794","Mobbingens psykologi","978-82-15-01194-3"
"500795","Barnehagepedagogikk","978-82-521-6788-7"
"500797","Fysikk fra lek til læring","82-7674-837-6"
"500799","Stat, nasjon, klasse","82-00-02533-0"
"500801","Hva er medievitenskap","978-82-15-01230-8"
"500802","Moderne barndom","978-82-02-27558-7"
"500803","Den felleskulturelle skolen","978-82-15-00837-0"
"500804","Markedsføringsledelse","978-82-05-31582-2"
"500805","Bedriftens økonomi","978-82-15-01320-6"
"500806","Boken om angst","82-7694-202-4"
"500807","Depresjon og selvmordstanker hos barn og unge","82-518-3687-5"
"500808","Funksjonshemmete barn i skole og familie","978-82-05-35858-4"
"500809","Pediatri og pediatrisk sykepleie","82-450-0193-7"
"500810","Coaching","978-82-15-00839-4"
"500811","Funksjonshemming","978-82-15-01439-5"
"500813","Organisasjon og ledelse","978-82-02-23764-6"
"500814","Vår tids moderne tider","978-82-15-01203-2"
"500815","Folkemordenes svarte bok","978-82-15-01308-4"
"500816","Innføring i folkerett","978-82-15-00988-9"
"500817","Klinisk barnepsykologi","82-00-06989-3"
"500820","Sanger og sangere i Bibelen","82-543-0972-8"
"500821","Økonomiens grenser og etikkens nødvendighet","978-82-02-255"
"500822","Fordi vi er mennesker","978-82-7674-904-5"
"500826","Atferdsproblemer blant barn og unge","82-450-0119-8"
"500827","AD/HD, Tourettes syndrom og narkolepsi","978-82-450-0841-8"
"500829","Fleksibilitet og forutsigbarhet","82-15-00468-7"
"500830","Boka om GLSM","978-82-15-00875-2"
"500831","Mappevurdering","82-518-3793-6"
"500832","Ny rammeplan - ny barnehagepedagogikk?","978-82-15-01079-3"
"500833","Lekende læring og lærende lek i en endret skole","978-82-7841-432-3"
"500834","Veilederheftet","82-541-0590-1"
"500840","Tegnspråkets fremtid - vårt felles ansvar","978-82-7052-200-2"
"500841","Sveket I","978-82-446-1293-7"
"500842","Lys og belysning i arbeidsmiljøet","82-519-1159-1"
"500844","Didaktikk i skolen","978-82-04-14113-2"
"500845","Yrkesetikk for førskolelærere","978-82-450-0616-2"
"500847","Oversikt over arveretten","978-82-02-29477-9"
"500848","Norsk straffeprosess","978-82-15-01154-7"
"500849","Lærebok i skatterett","978-82-15-01589-7"
"500850","Strafferett","978-82-02-24604-4"
"500851","Sivilprosess","978-82-450-0632-2"
"500858","Basal stimulering for mennesker med multifunksjonshemming","82-13-01847-8"
"500859","Vygotsky i praksis","978-82-05-38335-7"
"500867","Frihagens forvaltningsrett","978-82-450-0565-3"
"500868","Interviews","978-0-7619-2542-2"
"500869","Moderne sosiologisk teori","978-82-7935-219-8"
"500870","Julekonserter","978-82-15-01378-7"
"500871","Metodene våre","978-82-15-01492-0"
"500873","Den inkluderende skolen","978-82-00-12974-5"
"500874","Med åpne øyne","978-82-02-23000-5"
"500875","Arbeid for livet","82-05-30777-6"
"500876","Når det ikke er bruk for deg","82-05-33023-9"
"500877","Sjelesorgens vei","82-531-3329-4"
"500878","Øyet og kallet","82-7674-216-5"
"500879","Diakoni","978-82-519-2468-9"
"500880","Sosiale tjenester","978-82-05-36489-9"
"500881","Utfordrende foreldreskap","978-82-05-38995-3"
"500882","Over profesjonelle barrierer","978-82-05-39239-7"
"500883","Når foreldre er psykisk syke","82-15-00185-8"
"500884","Dobbelt opp","978-82-15-01098-4"
"500885","Kirke - fellesskap - omsorg","82-531-4548-9"
"500886","Databaser","975-82-05-38105-6"
"500890","Kraften i de bedre argumenter","82-417-0816-5"
"500891","Et godt tre bærer god frukt","978-82-531-0000-5"
"500892","Den virkelige kirke","978-82-519-2500-6"
"500893","Endringsledelse i et strategisk perspektiv","978-82-15-00999-5"
"500894","Statistikk for økonomifag","978-82-05-35949-9"
"500899","Grunnleggende juridisk metode","978-82-15-01718-1"
"500900","Velferdsstaten i endring","978-82-05-39360-8"
"500901","Politikk og demokrati","978-82-05-37745-5"
"500902","Individuell veiledning","82-7674-676-4"
"500903","Inspirasjon","978-82-05-38234-3"
"500904","Helse og jus","978-82-05-39430-8"
"500905","Fra interaksjon til relasjon","978-82-05-39449-0"
"500906","Utviklingshemning og aldring","978-82-8061-108-6"
"500907","Utfordrende atferd hos mennesker med lærehemning","82-05-31132-3"
"500908","Habilitering","978-82-05-35193-6"
"500910","Det kvalitative forskningsintervju","978-82-05-38529-0"
"500911","Mentale knagger","978-82-7950-068-1"
"500912","Verneombudet","978-82-05-38370-8"
"500913","Bittersøtt","978-82-15-01057-1"
"500914","Offentlig forvaltning","978-82-15-01164-6"
"500915","Treningslære","978-82-05-35681-8"
"500917","Organisasjon og organisering","978-82-15-02628-3"
"500918","Makt og demokrati i arbeidslivet","978-82-05-31578-5"
"500919","Rettsfilosofi","978-82-15-01176-9"
"500920","Konstitusjonelt demokrati","978-82-450-0892-0"
"500921","Forvaltningsrett","978-82-15-01614-6"
"500923","Introduksjon til samfunnsvitenskapelig metode","978-82-7935-298-3"
"500924","Det norske samfunn","978-82-05-39086-7"
"500926","Kostnads- og inntektsanalyse","978-82-15-00643-7"
"500927","Skrive for å lære","978-82-7935-293-8"
"500931","Maria-kult og helgendyrkelse i moderne katolisisme","82-530-2378-2"
"500935","Psykologisk forskningsmetode","82-519-2048-5"
"500939","Læring gjennom veiledning","978-82-450-0922-4"
"500940","Veiledning","295 s."
"500941","Rådgivning","978-82-05-40056-6"
"500943","Planrett I : kompendium","(ukjent)"
"500944","De Norske trygdene","978-82-05-40390-1"
"500947","Arbeidslivets klemmer","978-82-450-0659-9"
"500948","Lev farlig!","978-82-519-2169-5"
"500949","Å få seg en jobb","978-82-446-2012-3"
"500950","Forhandlinger","978-82-15-00567-6"
"500951","Arbeidsinkludering","978-82-05-39256-4"
"500952","Det farlige maktmennesket","82-531-4510-1"
"500953","Relasjonsledelse","978-82-15-01497-5"
"500954","Fargelegg din verden med naturlig menighetsutvikling","978-82-92691-02-1"
"500955","Sosialt arbeid med mennesker med sammensatte behov","(ukjent)"
"500960","Drømmen om Emile og Sofie","978-82-519-2274-6"
"500964","Identitet og praksis","978-82-05-38156-8"
"500965","Velferdspolitiske utfordringer","978-82-7935-209-9"
"500967","Myte, magi og mirakel","82-530-2037-6"
"500968","Religiøse reiser","978-82-15-01163-9"
"500969","Narkomiljøet, planlagt revidert utgave på Gyldendal Akademisk","(ukjent)"
"500976","Til den andres beste","978-82-05-38084-4"
"500977","Kvalitetsarbeid i barnehagen","978-82-02-24867-3"
"500978","Å være leder i barnehagen","978-82-450-0358-1"
"500980","Manual for mentaliseringsbasert terapi (MBT) og MBT vurderingsskala","978-82-05-39995-2"
"500981","Den gode elevsamtalen","978-82-05-39975-4"
"500984","Innføring i etikk","978-82-00-12993-6"
"500985","Alderspsykiatri i praksis","978-82-8061-084-3"
"500986","Det går an!","978-82-8061-079-9"
"500987","Drama - et kunstfag","82-518-3701-4"
"500988","Tverrfaglig geriatri","82-450-0348-4"
"500989","Markedsføring på bedriftsmarkedet","978-82-15-01409-8"
"500990","Plan- og bygningsrett, del I","978-82-15-01001-4"
"500991","Akademisk kapitalisme","978-82-8226-017-6"
"500992","EMK og mellomprivate konflikter","978-82-02-26529-8"
"500993","EØS-rett","978-82-15-00127-2"
"500994","Når glassflaten brister","978-82-543-1095-3"
"500995","Grenser for kultur?","978-82-530-3055-5"
"500996","Økonomisk globalisering og politisk styring","978-82-15-00741-0"
"500997","Sammensatte samfunn","978-82-530-3101-9"
"500998","Statsvitenskap","978-82-15-01165-3"
"501000","Sentrale emner i voksenpedagogikk","978-82-562-5023-3"
"501001","Planlegging, gjennomføring og vurdering av opplæring","978-82-562-5025-7"
"501002","Observasjon, veiledning og kommunikasjon","978-82-562-5025-7"
"501003","IKT som pedagogisk hjelpemiddel og IKT i fjernundervisning","82-562-5026-7"
"501005","Mer enn ord","82-7112-672-5"
"501007","Allmennmedisin","978-82-05-30779-7"
"501018","Forskning i eget fag","(ukjent)"
"501022","Webprogrammering i PHP","975-82-05-39358-5"
"501024","Fantasi og følelser","978-82-7056-066-0"
"501025","Hva styrer min adferd","978-82-70-56-0394"
"501026","Innføring i gestaltveiledning","978-82-15-01607-8"
"501027","I veiledningens landskap","978-82-7634-510-0"
"501028","Sosial mestring i barnegrupper","978-82-15-01136-3"
"501029","Språkvansker","(ukjent)"
"501030","Tverrfaglig samarbeid i praksis","978-82-446-1115-2"
"501031","Tolking i offentlig sektor : kompendium 1","(ukjent)"
"501032","Tolking i offentlig sektor : kompendium 2","(ukjent)"
"501033","Tolking i offentlig sektor : kompendium 3","(ukjent)"
"501034","Tolking i offentlig sektor : kompendium 4","(ukjent)"
"501036","Tolk og tolkebruker","82-450-0448-0"
"501037","Læringsnøkkelen","978-82-15-01372-5"
"501038","Balansekoden","978-82-15-00877-6"
"501039","Når velferd blir politikk","978-82-7935-247-1"
"501040","Foreningsrett","978-82-05-38599-3"
"501042","Funksjonshemmede og arbeid","978-82-7609-280-6"
"501043","Kommunikasjon og rettssikkerhet","978-82-7477-050-8"
"501044","Internasjonale relasjoner","978-82-02-30230-6"
"501046","Arbeidsbok med fasit til Fransk språklære","82-519-1815-4"
"501049","Kvalitetsdrevet ledelse - kvalitetsstyrte bedrifter","978-82-417-1123-7"
"501050","Læring og undervisning","978-82-450-1113-5"
"501052","Styrehåndboken","978-82-02-27439-9"
"501053","NAV ved et veiskille","978-82-05-39880-1"
"501054","Aktivitetshåndboken","(ukjent)"
"501056","Kronisk","978-82-7477-478-0"
"501057","Religionens livstolkning","978-82-15-01749-5"
"501058","Etikk, eksistens og modernitet","82-518-3769-3"
"501062","Jeg og du","978-82-02-12394-9"
"501063","Islamsk etikk","82-15-00183-1"
"501064","Nytt perspektiv på organisasjon og ledelse","978-82-05-39287-8"
"501065","Skriv for nettet","978-82-15-01698-6"
"501072","Zazakurdere i en ny tid","978-83-7935-242-6"
"501077","Fellesskap og individualisme","978-82-05-38481-1"
"501078","Ord som ikke vil","82-7099-321-2"
"501079","Språkmøte","978-82-02-28344-5"
"501080","Veiledningskvalitet","978-82-15-01374-9"
"501081","Utviklingspsykologiske perspektiver på barns oppvekst","978-82-05-38687-7"
"501083","Manifest for psykisk helsevern","978-82-15-01744-0"
"501086","Samfunnsliv","978-82-15-01239-1"
"501088","Fagutvikling og forskning i klinisk sykepleie","978-82-7950-123-7"
"501089","Juss for helse- og sosialarbeidere","978-82-450-0813-5"
"501090","Religions- og livssynsdidaktikk","978-82-7634-781-4"
"501092","Målrettet prosjektstyring","978-82-562-7095-8"
"501093","Miljøarbeid i skolen","82-7634-641-3"
"501094","Begreper i psykiatrisk sykepleie","978-82-450-0298-0"
"501095","Relasjoner","978-82-15-01525-5"
"501096","Perspektiver på psykisk lidelse","978-82-05-38519-1"
"501097","Strategisk personalledelse","978-82-15-00236-1"
"501098","Språklig samhandling","978-82-02-29688-9"
"501099","I fokus","978-82-04-11211-8"
"501100","En bok om oppvekst","978-82-450-1042-8"
"501101","Mediedanning og mediepedagogikk","978-82-05-37167-5"
"501102","Ungdomsspråk","978-82-450-0383-3"
"501103","Religioner og livssyn","978-82-76-34-517-9"
"501104","Fritt fall","978-82-8226-008-4"
"501105","Når kroppen tenker","978-82-15-01371-8"
"501106","Strategisk kompetanseledelse","82-15-00487-3"
"501107","Troen på markedet","978-82-8226-003-9"
"501110","Usedvanlig kvalitativ forskning","978-82-15-01615-3"
"501111","Utviklingspsykologi i praksis","978-82-7935-064-4"
"501112","Rom for barn - rom for kunnskap","978-82-450-0318-5"
"501113","Kvalitative forskningsmetoder i praksis","978-82-05-40545-5"
"501115","Politikk og økonomi","978-82-05-38154-4"
"501117","Coaching","978-82-450-0969-9"
"501118","Elevens verden","978-82-15-00737-3"
"501119","Mediekultur, mediesamfunn","978-82-15-01792-1"
"501120","Utviklingspsykologi","82-417-1021-6"
"501121","Helserett","978-82-05-38071-4"
"501122","Fra forvaltning til dialog","82-7634-692-8"
"501123","Den gode samtalen","978-82-530-3139-2"
"501124","Styring og vern","978-82-02-27748-2"
"501125","Oppgaver i arbeidsrett","978-82-02-33769-8"
"501129","Kvalitativ metode","978-82-15-01694-8"
"501130","Ledelse, organisasjon og kultur","978-82-450-0424-3"
"501131","Sosialpedagogisk praksis","978-82-15-01270-4"
"501132","Resiliens i skolen","978-82-450-0735-0"
"501133","Jeg vil også være med!","978-82-02-32230-4"
"501134","Miljøarbeid i barnevernet","978-82-15-01722-8"
"501135","Samfunnets stebarn","978-82-15-01407-4"
"501136","Fattigdommens dynamikk","978-82-15-01344-2"
"501137","Kan de ikke bare ta seg sammen","978-82-05-32992-8"
"501138","Barn og unges læringsmiljø 1","978-82-7634-711-1"
"501139","Barn og unges læringsmiljø 3","978-82-7634-198-0"
"501140","Barn og unges læringsmiljø 4","978-82-7634-898-9"
"501141","Lærebok i miljøforvaltningsrett","978-82-15-01567-5"
"501142","Å være på nett","978-82-02-27895-3"
"501143","Det Sårbare barnet","82-446-0883-8"
"501147","Strategi","978-82-450-0974-3"
"501148","Etikk - en praktisk vinkling","82-450-0334-4"
"501149","Drift av lokalnettverk","82-519-2075-2"
"501150","Du gjør bare sånn!","978-82-450-0901-9"
"501151","Profesjonsutøvelse og kulturelt mangfold","978-82-15-01361-9"
"501153","Prosjektoppgaven","978-82-15-00364-1"
"501154","Det beste av Karl Marx","82-530-1580-1"
"501155","Arbeidsbok til Bedriftens økonomi","978-82-16-10810-9"
"501156","Årsregnskapet i teori og praksis 2010","978-82-05-40811-1"
"501157","Regnskapsteori","978-82-450-0406-9"
"501158","Blåe vann og grønne skoger","978-82-7518-155-6"
"501160","LØFT","978-82-41-71072-8"
"501161","Forbrukeratferd","978-82-15-01821-8"
"501162","Den gode fiende","82-15-00360-5"
"501163","Handling og samfunn","82-530-0954-2"
"501164","Kunnskapssamfunnet tar form","978-82-02-25832-0"
"501165","Internasjonalt sosialt arbeid","978-82-15-00918-6"
"501166","Dokument i klientarbeid","978-82-05-39891-7"
"501167","Samfunnsarbeid","978-82-05-39885-6"
"501168","Tiltaksarbeid i sosialtjeneste og NAV","978-82-15-01128-8"
"501169","Kunsten å hjelpe","978-82-05-30258-7"
"501170","Menneskerettigheter","978-82-912-62260-5"
"501171","Prosjektarbeid","978-82-05-38361-6"
"501172","Endringsledelse i det offentlige","978-82-15-00464-8"
"501173","Prosjekt","978-82-15-01424-1"
"501174","Merkevareledelse på norsk 2.0","978-82-02-31353-1"
"501175","Arbeidsmaur med gipset hjerte","978-82-15-01224-7"
"501176","Å forstå samfunnsforskning","978-82-05-35155-4"
"501180","Forbruk","978-82-02-234178-8"
"501181","Samspill i organisasjoner","978-82-456-0386-6"
"501182","Lærerarbeid for tilpasset opplæring","978-82-05-41160-9"
"501183","Individuelle opplærings- og habiliteringsplaner","82-79935-027-6"
"501184","Gjeldsrådgivning","978-82-05-39998-3"
"501185","Den globale reisen","978-82-15-00870-7"
"501186","Blikk på praksis","978-82-05-37475-1"
"501187","Integrasjon og mangfold","978-82-02-32738-5"
"501188","Helsearbeid i et flerkulturelt samfunn","978-83-05-32699-6"
"501189","Psykologi for sosial- og helsefag","978-82-02-33438-3"
"501190","Her på berget","978-82-02-27920-2"
"501191","Her på berget","978-82-02-26154-2"
"501192","Opp og frem!","82-13-02248-3"
"501193","Fysioterapi på terskelen","978-82-7634-322-9"
"501194","Kulturens betydning for oppdragelse og atferdsproblemer","978-82-15-01616-0"
"501196","Søkelys","978-82-7634-775-3"
"501197","Mestring og lidelse","978-82-00-42732-2"
"501198","Demensguide","978-82-15-01564-4"
"501199","Aldring som provokasjon","978-82-450-0785-5"
"501200","Den siste song","82-7674-951-8"
"501202","Mathema 2","978-82-519-2180-0"
"501204","Neurologi og neurorehablitering","978-87-628-0511-8"
"501209","Mathema 1","978-82-51-92179-4"
"501210","Hjelp i kontekst","82-7601-097-0"
"501211","Innføringsbok i muntlig fortellerkunst","978-82-15-01303-9"
"501212","Innvandrere med funksjonshemmede barn i møte med hjelpeapparatet","978-82-13-02569-0"
"501213","Gode fagfolk vokser","978-82-02-35014-7"
"501214","Bedriftsskatterett","978-82-05-39583-1"
"501217","Nå får jeg det til!","978-82-90910-34-6"
"501219","Aldring og livsvilkår","978-82-04-09671-5"
"501221","Den profesjonelle sosialarbeider","978-82-02-32727-9"
"501222","Frivillighetens integrasjon","82-00-03932-3"
"501223","Forebyggende barnevern","978-82-450-0401-4"
"501224","Gatekapital","978-82-15-01104-2"
"501227","Kampen om Internett","978-82-530-2999-3"
"501228","Nettverksformelen","978-82-7477-366-0"
"501229","Tv","978-82-15-01629-0"
"501230","Mappevurdering - av og for læring","(ukjent)"
"501233","Film og kino","978-82-7477-355-4"
"501234","Pedagogisk dannelse og skoleutvikling","978-82-02-29357-4"
"501235","Medier","978-82-450-0591-2"
"501236","Læreren i skolen og samfunnet","978-82-51-92356-9"
"501237","Barn som lever med vold i familien","978-82-15-01637-5"
"501238","Grunnbok i helse- og sosialpolitikk","978-82-15-01723-5"
"501239","Bedriftens finansregnskap","82-91852-05-7"
"501240","Forklaringer til oppgavene i Bedriftens finansregnskap","82-91852-06-5"
"501241","Feltarbeid i egen kultur","82-991781-4-2"
"501242","Prosjektoppstart","978-82-05-33922-4"
"501243","Lov og rett for næringslivet","978-82-15-012838-6"
"501244","Menneskets dimensjoner","978-82-7634-944-3"
"501247","Barnehagens rom","978-82-7391-141-4"
"501248","Hundre måter å tenke på","978-82-496-0894-2"
"501249","Med mattebriller i barnehagen","978-82-44-61259-3"
"501250","Barnets musikalske vei","978-82-51-83355-4"
"501251","To eller flere-","978-82-02-28872-3"
"501252","Barn og materialer","978-82-7391-153-7"
"501253","Drama i barnehagen","978-82-15-01708-2"
"501289","Obligasjonsrett","978-82-15-01776-1"
